Entry #,Pseudo-Page,Chuukese Word / Form,Part of Speech,English Definition,Examples,Notes
3519,262,túmúnúfich,,"properly protect, care for túmúnúfichi – v., vt. to properly care for",,Extracted from page 262
3520,262,túttúmúnúfichi,,caring well for	(use same possessive pronouns as “túmúnúfichi”),,Extracted from page 262
3521,262,túmúnúéch,,(same as “túmúnúfich”),,Extracted from page 262
3522,262,túmúnúéchú,,(same as “túmúnúfichi”),,Extracted from page 262
3523,262,túmúnúngaw,,"careless, irresponsible túmúnúngawen – carelessness of túmúnúngawa – to act irresponsibly",,Extracted from page 262
3524,262,tunaaló,,ignore,,Extracted from page 262
3525,262,tuttunuló,,ignoring	(reduplication also conveys repetitive action),,Extracted from page 262
3526,262,tunnaw,,lips,,Extracted from page 262
3527,263,tunnawen,,lips of,,Extracted from page 263
3528,263,tungurungur,,grumble	(under breath),,Extracted from page 263
3529,263,tunochif,,callous,,Extracted from page 263
3530,263,tunomich,,flattery	(sweet talk),,Extracted from page 263
3531,263,tunommong,,"exaggerate tunomuumu – complain, protest",,Extracted from page 263
3532,263,tunomúúmú,,"reminisce, be nostalgic	(see “múú”) tunopwasik – boast outrageously	Under “sik”??? túnú – cut off	decapitate?		(head)",,Extracted from page 263
3533,263,tup,,"deceive, mislead, fool, trick tupuló – deceived, fooled",,Extracted from page 263
3534,263,tupulóón,,"deception of tupukkái – quickly deceived otupu – to fool, trick, mislead",,Extracted from page 263
3535,263,otuputup,,deception,,Extracted from page 263
3536,263,okkotupu,,deceiving	(reduplication also conveys repetitive action),,Extracted from page 263
3537,263,likotupotup,,"hypocrite, deceitful tupu (chón) – representative",,Extracted from page 263
3538,263,chón tupu seni,,representative from tupuni – represent,,Extracted from page 263
3539,263,tuputiw,,descend,,Extracted from page 263
3540,263,tuputiwen,,descending of tuputiwan – its descent,,Extracted from page 263
3541,264,tuppwél,,"loyal, devoted, trustworthy tuppwélún – loyalty of tuppwélfengen – loyal to each other",,Extracted from page 264
3542,264,tupwu,,brain,,Extracted from page 264
3543,264,tupwuen,,brain of,,Extracted from page 264
3544,264,tupwufengen,,share in doing something tur – fall,,Extracted from page 264
3545,264,turuló,,fallen turutiw – fall down,,Extracted from page 264
3546,264,turutiwen,,"falling of turukap – stumble, fall",,Extracted from page 264
3547,264,turukapeló,,stumbled,,Extracted from page 264
3548,264,oturukapa,,cause to stumble	(can be used figuratively),,Extracted from page 264
3549,264,oturu,,cause to fall,,Extracted from page 264
3550,264,"otura, -tiw, -long, -wu",,throw,,Extracted from page 264
3551,264,down	in	out (directionals,,"see page 1, #5)",,Extracted from page 264
3552,264,oturaaló,,drop,,Extracted from page 264
3553,264,kotur,,drop in price	(discount),,Extracted from page 264
3554,264,turufi,,"grab, catch",,Extracted from page 264
3555,265,turun tipei,,involuntary,,Extracted from page 265
3556,265,turunufas,,ridicule,,Extracted from page 265
3557,265,turunufasa,,to ridicule,,Extracted from page 265
3558,265,titiw,,"dive down, lie face downward túttún –",,Extracted from page 265
3559,265,tútú,,bath tutulap – story,,Extracted from page 265
3560,265,tutulapen,,story about,,Extracted from page 265
3561,265,tuwenewen,,"speak forcefully, straight forwardly",,Extracted from page 265
3562,265,úló,,"stop, stay where you are útá – stand up",,Extracted from page 265
3563,266,útáán,,standing of,,Extracted from page 266
3564,266,útásefál,,stand up again,,Extracted from page 266
3565,266,úkkúútá,,"standing, keep standing	(reduplication also conveys repetitive action)",,Extracted from page 266
3566,266,úéch,,good standing,,Extracted from page 266
3567,266,úéchún,,good standing of úwenewenetá – stand up straight,,Extracted from page 266
3568,266,úwenewenetáán,,"standing straight of ú ngeni – resist, rebel, against",,Extracted from page 266
3569,266,úpéchékkúl,,stand strong úppós – stand firm,,Extracted from page 266
3570,266,kaú (1),,built,,Extracted from page 266
3571,266,kaúún,,building of kaútá vi – built,,Extracted from page 266
3572,266,kaútáán,,the building of,,Extracted from page 266
3573,266,kaúsefál,,rebuilt,,Extracted from page 266
3574,266,kaúsefálitá,,(same as “kaúsefál”),,Extracted from page 266
3575,266,kaúfichietáán,,"properly building of aúetá vt – to build, built",,Extracted from page 266
3576,267,aúetásefáli,,rebuild,,Extracted from page 267
3577,267,aúéchúetá,,build properly	(literal),,Extracted from page 267
3578,267,aúfichietáán,,build up of	(used only figuratively),,Extracted from page 267
3579,267,kaú (2),,stop,,Extracted from page 267
3580,267,kaúló,,"stop úkúló – end, stop",,Extracted from page 267
3581,267,úkkú,,stop	under “u”?? aúoló – to stop,,Extracted from page 267
3582,267,aúkátiw,,"to stop, discontinue aúkaaló – to stop",,Extracted from page 267
3583,267,úkútiw,,to discontinue,,Extracted from page 267
3584,267,úkútiw seni,,discontinue from úkútiwen – discontinuing of,,Extracted from page 267
3585,267,éúraaló,,"to discontinue now and contune another time ua – I, I am, I was	(see “ngang”) (present & past tense)",,Extracted from page 267
3586,267,uch,,banana,,Extracted from page 267
3587,267,úchúki,,shake	(liquid in a container)	(“wichiki” – alternate spelling),,Extracted from page 267
3588,268,úchúkúchúki,,shaking úchúkúchúkún – shaking of,,Extracted from page 268
3589,268,úf,,clothes,,Extracted from page 268
3590,268,úfen,,clothes of úféúf – wear clothes,,Extracted from page 268
3591,268,aúféúfa,,to dress úféúféch – dress properly,,Extracted from page 268
3592,268,úkkúféúf,,dressing	(reduplication also conveys repetitive action),,Extracted from page 268
3593,268,úfeni,,"have, take, possess clothes úk – measured",,Extracted from page 268
3594,268,úkúúkún,,"degree, limit, amount, measure úkúúkéch – proper degree, appropriate amount",,Extracted from page 268
3595,268,úkúúkéchún,,proper amount of,,Extracted from page 268
3596,268,aúkúúkúéchú,,"measure correctly, limit, proper degree úkúúkúngaw – wrong measurement, size, ill fitting",,Extracted from page 268
3597,268,úkúngaw,,"insufficient, not enough úkúngawen – insufficiency of",,Extracted from page 268
3598,268,aúkú,,to measure aúkúk – limited,,Extracted from page 268
3599,268,aúkúkú,,to limit,,Extracted from page 268
3600,268,aúkúkúéchú,,"properly control	(amount, action) aúkúéchú	(same as aúkúkúéchú) aúkúkún – limit of, degree of, measurement of",,Extracted from page 268
3601,268,kaúk,,"limited, measured",,Extracted from page 268
3602,268,kaúkúló,,"exact quantity, limit",,Extracted from page 268
3603,268,kaúkún,,"limit of, pattern of	(dress)",,Extracted from page 268
3604,269,úúk,,fingernail,,Extracted from page 269
3605,269,úúkkún,,fingernail of,,Extracted from page 269
3606,269,úkkúti,,looking forward to	(sense of waiting),,Extracted from page 269
3607,269,"úkkúti, -ir",,úkúch –,,Extracted from page 269
3608,269,ululun,,"image, statue úlúngát – three",,Extracted from page 269
3609,269,úlúmén,,"three	persons, animals	(below: different counting classifiers)",,Extracted from page 269
3610,269,úlúfoch,,three	long objects,,Extracted from page 269
3611,269,úlúché,,"three	flat objects	(plywood, paper, etc.)",,Extracted from page 269
3612,269,úlúféú,,three	round objects,,Extracted from page 269
3613,269,aúlungátin,,third úlúpúkú – three hundred,,Extracted from page 269
3614,269,úlúngeréú,,three thousand Aúlúngát – Wednesday,,Extracted from page 269
3615,269,úméúméch,,mercy,,Extracted from page 269
3616,269,úméúméchún,,mercifulness of umw – oven,,Extracted from page 269
3617,269,umwuni,,to bake,,Extracted from page 269
3618,270,umwes,,"crazy, insane, confused mentally, psychotic",,Extracted from page 270
3619,270,umwesin,,confused by umwesemwesin – umwesiló – confused,,Extracted from page 270
3620,270,aumwesi,,"to coerce, pressure	(oumwesi – alternative pronunciation)",,Extracted from page 270
3621,270,ún,,"n. drink, smoke",,Extracted from page 270
3622,270,únúmi,,to drink,,Extracted from page 270
3623,270,Eat ice cream,,(exception),,Extracted from page 270
3624,270,únnún,,"drink únúmen – drink of, for",,Extracted from page 270
3625,270,úkkúnúmi,,drinking	(reduplication also conveys repeditive action),,Extracted from page 270
3626,270,aúnú,,"give to drink, smoke úkkún – habit of",,Extracted from page 270
3627,270,únúmmóng,,drink a lot	(more commonly used) únnúwatte	(same as “únnúmmóng”) únnúpuch – drunk,,Extracted from page 270
3628,270,únéún,,"fur, hair	(body)",,Extracted from page 270
3629,271,únen,,fur of únelap – hairy,,Extracted from page 271
3630,271,úng,,"sound, hum of and engine úngan – its sound",,Extracted from page 271
3631,271,úngún,,sound of,,Extracted from page 271
3632,271,úngúúngún,,(same as “úngún”),,Extracted from page 271
3633,271,únaú,,eat breakfast,,Extracted from page 271
3634,271,únteng,,"drive	(car, boat, etc.)",,Extracted from page 271
3635,271,únúch,,"skin	(people, animals)",,Extracted from page 271
3636,271,únúchchen,,"skin of únúkkún – beside, next to",,Extracted from page 271
3637,271,unus,,"whole, entire",,Extracted from page 271
3638,271,unusen,,"whole of, entirety unusan – its entirety unusóló – entirely",,Extracted from page 271
3639,271,unuséch,,perfect unuséchún – perfection of unuséchúló – made perfect unuselap – entire,,Extracted from page 271
3640,271,unuselapen,,entirety of unuselapan – its entirety,,Extracted from page 271
3641,271,aunusa,,"cause to be whole, entire, make a whole thing",,Extracted from page 271
3642,272,aunusaaló,,"to use the full amount, to bring it to the full capacity aunusaéchú, -ei, -uk*, -kem, -kemi, -ur, -kich – to make perfect (me, you, etc.)",,Extracted from page 272
3643,272,aunuséchúsefáli,,be made perfect again únúúnen – tip of	(something or place that is high in location) upw – stomach,,Extracted from page 272
3644,272,upwen,,stomach of úppós – stand firm	(see “ppós”) up – born,,Extracted from page 272
3645,272,uputiw,,born,,Extracted from page 272
3646,272,uputiwen,,birth of upsefál – born again upwufé – new birth,,Extracted from page 272
3647,272,upwe,,I will	(see “ngang”),,Extracted from page 272
3648,272,ur,,"full, filled",,Extracted from page 272
3649,272,ur ren,,filled with ouraaló – fill it uróló – filled,,Extracted from page 272
3650,272,úr (1),,"hoisted, raised, propped up aúrú – v., vt. to raise, prop up aúraatá – hoist, raise up aúraatiw – take down",,Extracted from page 272
3651,272,kaúrútá,,vi. raised up kaúrútiw – vi. taken down,,Extracted from page 272
3652,272,úr (2),,"drag, postpone",,Extracted from page 272
3653,272,úri,,to drag,,Extracted from page 272
3654,272,úraaló,,"to drag éúraaló – to postpone éúréúróló – v., vt. postponed",,Extracted from page 272
3655,273,kéúrúló,,(same as “éúréúrolo”),,Extracted from page 273
3656,273,úri (3),,"catch, afflicted with	(illness)",,Extracted from page 273
3657,273,urumwot,,"play, game, tease, recreation",,Extracted from page 273
3658,273,urumwotei,,"tease,  manipulate	(used more often in connection with sexual organ)",,Extracted from page 273
3659,273,urumwotiiti,,urupwin,,Extracted from page 273
3660,273,úrúrún,,suppose to,,Extracted from page 273
3661,273,urusawu,,"remove, root out	(symbolic sense: from heart, etc.)",,Extracted from page 273
3662,273,urusoun,,"background	(environment, upbringing, circumstances)",,Extracted from page 273
3663,273,uruwo,,history,,Extracted from page 273
3664,273,uruwóón,,history of uruwóóni –,,Extracted from page 273
3665,273,usagi,,rabbit,,Extracted from page 273
3666,273,usi,,blow	(with mouth),,Extracted from page 273
3667,273,"usaa, -tá, -tiw, -long, -wu",,blow,,Extracted from page 273
3668,273,up down	in	out (directionals,,"see page 1, #5)",,Extracted from page 273
3669,274,úsi,,smash,,Extracted from page 274
3670,274,orosaló,,destroy,,Extracted from page 274
3671,274,usun,,"about (in connection with), like  (same as)",,Extracted from page 274
3672,274,usun itá nge,,"implied, it’s as if usun we chék – same as before usun chék – just like",,Extracted from page 274
3673,274,usuusun,,"reality, same as before útti – pull, extract",,Extracted from page 274
3674,274,úttútá,,pull up,,Extracted from page 274
3675,274,úttatá,,pull out	(from the ground),,Extracted from page 274
